,ra,dec,type,u,g,r,i,size
1556,185.149363189,15.1502140573,3,22.84525,22.76656,22.59401,24.4873,-9999.0
1557,185.078965748,15.0315690908,3,22.57708,22.2671,22.53326,21.71029,2.048202
1558,185.004486973,15.1301939697,3,24.56253,24.60397,22.08718,22.09749,0.4594468
1559,185.004511669,15.0064072782,6,23.93199,23.87236,22.22811,21.76696,0.3503892
1560,185.143063338,15.1099916512,6,25.41504,23.53511,21.78636,21.80143,0.5987461
1561,185.142353853,15.1102286132,3,24.24521,23.7454,21.64541,20.79856,0.8173454
1562,185.108559022,15.167251799,3,22.34663,21.46071,20.73487,20.40737,0.2600906
1563,185.108753942,15.1088324444,3,21.97986,21.78469,21.52001,21.15615,0.7367276
1564,185.142990017,15.0672670242,6,21.5606,20.9135,20.49694,20.47137,0.6376781
1565,185.14298676,15.0672632711,6,21.53541,20.8376,20.3934,20.3684,4.825226
1566,185.072685169,15.0500539184,6,21.35148,21.10454,21.17994,21.46458,0.8409335
1567,185.142368647,15.1965480972,6,22.34409,19.9697,18.49017,17.69983,0.6106764
1568,185.142387975,15.1965550655,6,22.16118,19.98098,18.49146,17.70861,0.598621
1569,185.032483023,15.161113753,3,24.11188,22.5148,21.34738,20.90214,0.7661895
1570,185.073236671,15.0052190875,6,23.27776,23.47816,22.27221,22.32788,2.337857
1571,185.072705317,15.0500395274,6,21.42534,20.95,21.02919,21.20917,0.5247983
1572,185.073604498,15.100571272,6,16.29427,15.31606,14.91252,14.70557,0.7280974
1573,185.073611083,15.1005706252,6,16.29181,15.31575,14.91162,14.7055,0.7280438
1574,185.073505288,15.0170353775,6,20.12844,19.14052,18.7982,18.67547,0.7060137
1575,185.073515655,15.0170346238,6,20.10459,19.13669,18.79531,18.6797,0.7008417
1576,185.19677309,15.1536899262,3,24.00846,24.17425,22.74494,21.61748,0.6071
1577,185.143180957,15.137648516,6,24.46177,24.3361,22.81344,23.48826,0.1336961
1578,185.14306395,15.1100246357,3,24.05587,22.82644,22.09983,21.68827,0.6897752
1579,185.032342719,15.1910891552,3,25.60671,22.45517,22.92379,22.64862,-9999.0
1580,185.032508515,15.105711363,6,24.70043,24.04598,22.92587,22.0183,0.321242
1581,185.108707724,15.0855246827,3,22.62049,21.63473,20.90045,20.36541,-9999.0
1582,185.073104471,15.1080867141,6,23.78182,21.94374,21.39283,21.31894,0.6317484
1583,185.072776799,15.0804620222,3,23.66002,22.39346,20.46012,19.9431,0.8297406
1584,185.032484137,15.1611528827,3,24.13658,21.99122,20.97966,20.61469,0.837782
1585,185.032268768,15.122902616,6,24.83525,22.5607,22.85848,22.60449,0.0883555
1586,185.032226037,15.1884273923,3,22.3582,22.14472,21.96707,21.69177,0.8801397
1587,185.032477883,15.1505320028,3,21.98835,20.73616,19.41798,18.93454,1.013115
1588,185.032060007,15.0895852804,3,24.91213,22.54799,21.03402,20.4766,0.6441516
1589,185.073479963,15.0170423421,6,20.16147,19.17798,18.8346,18.66103,0.6292346
1590,185.073499064,15.0170487936,6,20.11104,19.16396,18.8268,18.65288,0.641464
1591,185.14259922,15.128545653,3,23.33476,23.25808,22.2557,22.26441,1.20597
1592,185.073572492,15.1005774232,6,16.31507,15.32749,14.8952,14.72135,0.6164592
1593,185.073572492,15.1005774232,6,16.31507,15.3275,14.8952,14.72137,0.6164523
1594,185.073593021,15.1005851222,6,16.31131,15.32675,14.89447,14.72004,0.6169823
1595,185.031772667,15.0728652291,6,18.11494,16.94585,16.48626,16.34273,0.6029005
1596,185.031772601,15.0728652156,6,18.11213,16.94544,16.48467,16.34195,0.6038264
1597,185.142386353,15.1102125333,3,24.64524,23.58326,21.7141,21.08947,0.824617
1598,185.142991551,15.0672376459,6,21.46478,20.81163,20.54842,20.44647,0.8423861
1599,185.142991551,15.067237646,6,21.46494,20.81169,20.54871,20.44636,1.248237
1600,185.142379961,15.1965310599,6,23.05053,20.00236,18.50039,17.70072,0.780532
1601,185.142389779,15.1965297805,6,22.7112,20.00929,18.50336,17.69592,0.7858337
1602,185.142775943,15.1384191792,6,24.11364,24.84718,22.58485,23.66815,0.2358611
1603,185.032560312,15.0448433127,6,23.51013,24.65373,23.97645,21.60434,0.3977178
1604,185.108800531,15.0853902999,3,24.21414,21.67903,20.45146,20.01656,0.6879786
1605,185.108590575,15.1672418301,3,22.5537,21.13965,20.60198,20.58978,1.872735
1606,185.108590575,15.1672418301,3,22.60037,21.13965,20.60198,20.58978,1.872735
1607,185.108722108,15.1088362477,3,23.1853,21.67783,21.23947,21.2107,2.213643
1608,185.073127927,15.1080999645,6,22.35243,21.82195,21.40913,20.97308,0.6876567
1609,185.07281705,15.080474689,3,24.05563,22.03536,20.35034,19.78883,0.9021249
1610,185.032483024,15.1611137532,3,24.11182,22.51454,21.34702,20.90164,0.8782002
1611,185.032472943,15.1505186347,3,21.92965,20.71694,19.38519,18.83377,1.030417
1612,185.032065552,15.0895861635,6,25.61132,22.18949,21.02453,20.54262,0.7571165
1613,185.031715832,15.1439732543,6,25.77669,23.15417,24.07821,23.74663,1.98371
1614,185.03221269,15.188349191,3,21.64846,22.086,21.90208,21.62927,0.790421
1615,185.031789769,15.0728647463,6,18.15289,16.93738,16.51711,16.32267,0.6869677
1616,185.031789727,15.0728647466,6,18.14796,16.93544,16.5148,16.31988,0.856006
1617,185.196197885,15.0921380168,3,24.39449,22.66775,22.27411,22.85588,2.028235
1618,185.032484137,15.1611528829,3,24.13713,21.99464,20.98315,20.618,0.8717886
1619,185.196724465,15.1537753656,3,25.36299,23.03823,21.91957,21.22476,0.6932513
1620,185.072851927,15.1627759364,3,22.13252,22.49815,22.21279,21.80203,1.201037
1621,185.03233368,15.1229744721,3,23.23763,22.56301,22.27821,23.43972,0.5590932
1622,185.108256676,15.1832078678,6,24.6735,25.19645,23.59015,24.84186,-9999.0
1623,185.178650532,15.1686819842,3,22.79316,23.18846,21.83644,21.24704,0.7548829
1624,185.17832099,15.197570066,3,23.86378,25.41762,25.93438,21.82977,0.339847
1625,185.121438722,15.0996666526,3,23.5216,24.10528,22.33772,21.62526,1.015985
1626,185.12187464,15.0201921364,3,22.79898,22.67501,21.97683,21.97211,0.5484198
1627,185.086649978,15.1033038401,6,23.40439,24.10556,21.63069,21.78783,1.059465
1628,185.051495231,15.0264050468,6,26.43182,23.22577,21.8442,21.20682,0.6100966
1629,185.012831109,15.1509282742,3,27.86581,21.95177,20.46684,19.94844,0.9879786
1630,185.152986892,15.0100662545,3,22.90073,22.75463,22.01309,21.40198,0.8480228
1631,185.086702661,15.0007054858,3,25.35684,20.76306,21.35277,22.49216,-9999.0
1632,185.013020021,15.0297806137,6,23.38413,21.56824,20.27331,19.20021,0.6375611
1633,185.121699666,15.0773818612,6,20.96943,20.34219,20.12519,20.0641,0.5353069
1634,185.121716574,15.0773438492,6,21.2278,20.30102,20.15156,20.08146,0.7248191
1635,185.086525894,15.1823818353,3,21.61007,25.41423,24.9135,24.95819,-9999.0
1636,185.087014246,15.0066768393,6,21.37794,22.362,22.76094,21.25083,1.020481
1637,185.012741774,15.0459199521,3,24.27664,22.04814,21.07203,21.27154,0.7299461
1638,185.152291133,15.002894859,3,21.58556,21.05442,20.27521,19.82357,1.251418
1639,185.15188533,15.0931585296,3,22.54529,22.14623,21.43868,21.19852,0.8548034
1640,185.013432208,15.1255841484,6,22.64633,23.07088,22.34652,22.22285,0.4609914
1641,185.121460607,15.0376495313,6,21.6544,20.21714,19.62278,19.37728,0.7143078
1642,185.121460607,15.0376495313,6,21.65437,20.21713,19.62276,19.37727,0.7140762
1643,185.120689368,15.1223267389,6,20.95267,21.1049,21.18847,20.8575,0.6543348
1644,185.086816567,15.0009112439,3,23.35822,24.91196,22.81828,22.37037,0.5928267
1645,185.179181601,15.0027497813,6,24.58788,23.37788,23.14632,22.61139,0.365087
1646,185.152604651,15.1036857453,3,22.55799,23.59339,21.9648,20.97956,0.821817
1647,185.152105691,15.0302732108,3,22.64618,22.75056,22.52,21.26289,0.8329383
1648,185.013346261,15.1255399842,3,24.04847,22.51622,21.56972,21.86563,1.476287
1649,185.152953438,15.1077896291,3,22.95728,22.57723,21.47858,21.48648,2.256975
1650,185.152464475,15.0537920829,3,24.39737,23.18539,22.04691,23.14033,-9999.0
1651,185.152318814,15.0029214855,3,22.55259,21.10491,20.32627,19.75903,1.124427
1652,185.152318814,15.0029214855,3,22.55633,21.10491,20.32627,19.75903,1.124427
1653,185.151863701,15.0931685333,6,22.8124,22.00399,21.34002,20.83743,0.5821877
1654,185.121442261,15.0124151578,6,26.14432,22.84545,25.48416,23.99698,1.345545
1655,185.121437014,15.0376681314,6,21.8483,20.3234,19.63072,19.37434,0.6071048
1656,185.012966899,15.0005697044,3,22.89173,21.53683,20.40522,19.99529,0.8469635
1657,185.012966886,15.0005697061,3,22.89803,21.52968,20.39848,19.98854,0.8816277
1658,185.178799915,15.129254911,3,21.64121,19.97695,21.02629,20.28922,-9999.0
1659,185.179111443,15.0123390803,6,23.10524,22.81816,23.48255,24.6271,-9999.0
1660,185.178765124,15.1869175292,3,22.99769,22.24416,20.60056,20.10344,0.7495623
1661,185.178568083,15.0768084868,3,21.29326,21.00402,20.22442,20.34394,1.299724
1662,185.178792427,15.1929289335,3,21.43513,23.97076,25.33707,25.19106,3.139517
1663,185.179200244,15.0027257387,6,23.48213,23.07001,22.97626,22.57671,1.065848
1664,185.178789705,15.1869103151,3,22.75209,22.30337,20.68974,20.14059,1.063912
1665,185.178917252,15.135384279,3,24.27312,25.53206,24.57252,22.04412,0.8842046
1666,185.178690244,15.1514735235,3,25.54841,26.32092,21.5736,24.29715,3.105059
1667,185.178198598,15.1470735949,6,24.31311,23.72685,20.71742,21.37596,0.5596331
1668,185.152313594,15.1352770182,3,25.98171,24.38148,21.73367,22.44983,0.8700184
1669,185.051369389,15.0547990558,6,24.23438,24.49307,21.55837,21.03895,0.6617859
1670,185.013325279,15.1255327045,3,22.53313,-9999.0,21.01109,21.17994,2.249497
1671,185.012829605,15.1509363273,3,27.90481,21.75904,20.28596,19.74462,1.244496
1672,185.013030385,15.0297739729,6,22.72034,21.5381,20.21388,19.14689,0.8832107
1673,185.012978912,15.0005589506,3,22.12053,21.168,20.09121,19.7156,1.35057
1674,185.012978912,15.0005589511,3,22.11374,21.16157,20.08551,19.70951,3.297225
1675,185.178552065,15.0767072995,3,21.39548,20.89582,20.22601,20.29511,1.461993
1676,185.08675588,15.1277691913,3,23.50938,23.57048,22.45657,22.56217,-9999.0
1677,185.051596079,15.026373106,6,24.35953,23.59648,22.13755,21.08928,0.8122756
1678,185.050729204,15.1053324266,3,22.73304,22.75574,21.66422,21.22115,1.018737
1679,185.012872112,15.1508813487,3,25.69049,22.33282,20.92111,20.2152,1.111203
1680,185.013036475,15.0297563104,6,24.28235,21.7258,20.32375,19.20238,0.6661137
1681,185.012962406,15.0005847844,3,24.98921,21.73473,20.37095,19.87209,0.86573
1682,185.012962406,15.0005847855,3,24.99164,21.72708,20.36327,19.86349,0.8742889
1683,185.050756749,15.0440843643,6,24.96097,25.73341,22.60235,23.42944,1.071543
1684,185.051377162,15.0548159222,6,25.42534,23.72868,21.48595,21.1408,0.7123228
1685,185.152369233,15.133273082,6,25.7895,25.75236,22.53447,25.33331,-9999.0
1686,185.01297667,15.0005679697,3,24.44848,21.70019,20.43108,20.02608,0.6650199
1687,185.178665395,15.1686217873,3,24.74283,24.02814,21.9987,21.65549,0.6699273
1688,185.152284871,15.0029669522,3,21.92056,21.10198,20.2547,19.83867,1.140278
1689,185.121733907,15.0048645996,3,24.40879,22.53387,22.98957,23.27917,-9999.0
1690,185.121046819,15.0303588407,3,21.27101,21.27566,27.5298,22.2265,12.58303
1691,185.159814021,15.0045226237,3,21.90277,21.0517,20.28559,19.84026,1.279662
1692,185.127691936,15.0998741636,3,24.84581,23.45863,21.23549,20.73187,1.659222
1693,185.127252667,15.0987949749,3,25.33741,22.71253,20.64498,20.10874,1.41158
1694,185.053078656,15.1105090968,6,23.46618,22.90046,22.12991,21.8053,0.6160284
1695,185.052703137,15.0196385881,3,21.7061,22.55671,21.66058,21.58074,-9999.0
1696,185.12699959,15.0072905643,3,23.66355,22.29419,21.81085,21.59558,0.43843
1697,185.053126432,15.0997695819,3,21.41006,20.48849,19.0032,18.35855,1.586263
1698,185.052666281,15.1034501414,3,22.05981,21.54345,20.28699,19.79207,0.9569122
1699,185.090493354,15.1991924865,3,24.36576,23.67626,22.11359,21.74596,0.6707131
1700,185.053075096,15.110588951,3,23.95913,22.80917,22.078,21.72816,1.257113
1701,185.089866507,15.0124562921,6,25.75839,22.69897,23.47098,24.97332,-9999.0
1702,185.127146782,15.0376497365,3,22.67563,22.5056,22.29996,21.75944,1.126922
1703,185.089828445,15.1853198359,3,22.99453,22.21354,21.36908,21.17647,1.000972
1704,185.09044459,15.1834844342,3,20.6168,19.47545,18.71776,18.3534,1.304734
1705,185.090444589,15.183484434,3,20.57956,19.44215,18.68588,18.32165,1.36387
1706,185.127968689,15.1108992828,3,21.88867,21.17163,20.55975,20.15996,1.87887
1707,185.194351281,15.0017490107,3,22.78765,22.70646,23.12924,22.78208,0.4534608
1708,185.194114866,15.0065901927,3,22.35717,21.61508,20.82998,20.52463,1.237659
1709,185.194114866,15.0065901926,3,22.35708,21.6147,20.82963,20.52436,1.238142
1710,185.194840614,15.0534225493,3,26.16783,22.45846,21.69286,21.3469,0.4961517
1711,185.194840614,15.0534225493,3,25.30091,22.45846,21.69286,21.3469,0.4961517
1712,185.194442415,15.1416663183,3,19.68549,18.50859,17.96649,30.05691,-9999.0
1713,185.193914547,15.01242853,3,23.2408,22.3013,24.52194,24.16702,-9999.0
1714,185.194117404,15.0065596248,3,21.23075,21.02744,20.10993,19.82284,1.494853
1715,185.194733304,15.1268385823,3,21.56376,20.46556,19.83347,19.46487,1.636124
1716,185.159798119,15.0043837435,3,22.53992,21.12394,20.26942,19.75765,1.880673
1717,185.159798119,15.0043837436,3,22.46489,21.10064,20.24502,19.73319,1.932276
1718,185.159566463,15.0928610106,3,22.14831,21.92093,21.78145,21.60736,0.8106595
1719,185.159737534,15.1328035722,3,25.57052,25.16728,22.65039,23.79375,0.4200825
1720,185.159958367,15.1473794843,3,24.61161,22.33792,21.35286,21.04922,0.8158774
1721,185.159812463,15.0043926172,3,23.35371,21.19961,20.467,19.98599,1.409716
1722,185.159812385,15.0043925695,3,23.35281,21.15321,20.41789,19.9468,1.472328
1723,185.159598871,15.0928548889,6,21.84564,21.79164,21.5027,21.54081,1.000748
1724,185.194179864,15.030058897,3,24.98674,23.78625,22.52384,21.82738,2.20149
1725,185.16007755,15.1474021928,3,23.19552,22.53555,22.1799,23.03512,0.2874054
1726,185.159861463,15.1417655613,6,24.80165,22.49653,21.27031,24.2981,-9999.0
1727,185.159381572,15.1678400696,3,25.25855,23.84265,22.26205,22.54975,1.794159
1728,185.127240555,15.09879902,3,25.95589,21.97573,20.00436,19.56999,2.427435
1729,185.127800003,15.1984136044,3,23.48557,22.93794,22.14764,22.27116,0.6263601
1730,185.127620201,15.0794323977,3,22.89707,22.7925,21.89957,22.1821,0.2833625
1731,185.089754914,15.1853529531,3,21.85317,22.40631,21.59128,21.49998,0.8628305
1732,185.090425203,15.183503288,3,20.81716,19.60696,18.83189,18.45743,1.113697
1733,185.090425211,15.1835033571,3,20.76601,19.57133,18.79804,18.42192,1.140347
1734,185.159069566,15.1533321069,3,25.06449,25.07606,22.65103,22.61142,0.7977852
1735,185.159099635,15.000866191,3,22.45872,22.5918,22.74395,23.13179,-9999.0
1736,185.127342136,15.0987096256,3,21.96257,21.55097,20.21722,19.72453,1.632536
1737,185.127023803,15.0073024757,6,22.14427,22.36085,22.04314,21.82591,0.7996345
1738,185.016054725,15.0471850375,6,23.55379,25.45113,23.09328,21.85204,0.5229425
1739,185.127752597,15.1984430285,6,24.59471,24.07858,22.65521,23.04403,2.901605
1740,185.090633436,15.199174102,3,24.13174,23.78278,22.3172,21.50829,0.8876928
1741,185.052626689,15.1240733616,6,24.96292,23.95448,22.58958,22.78922,0.9093589
1742,185.127335183,15.098714567,3,22.02253,21.49611,20.17746,19.65717,2.310996
1743,185.127028051,15.0072913062,6,22.18576,22.38055,21.99211,21.81369,0.8112081
1744,185.052943091,15.0977282669,6,24.02992,25.53687,24.44902,22.17465,0.4696514
1745,185.053171128,15.0997646507,3,24.52939,20.65621,19.10629,18.4848,1.611458
1746,185.053171129,15.099764651,3,24.67999,20.65297,19.1021,18.48042,1.65157
1747,185.052778187,15.0196684122,3,22.47425,22.71923,21.96761,21.55482,0.3610771
1748,185.05268806,15.103460802,3,21.90844,21.52162,20.51013,19.93936,0.9774138
1749,185.127770005,15.0793426542,3,22.8947,22.31489,21.75676,21.56569,2.760313
1750,185.127667549,15.0998506801,3,25.25084,22.29916,21.42882,20.74295,1.887611
1751,185.12733433,15.0987112338,3,22.39566,22.43595,20.96741,20.44863,1.021715
1752,185.127980907,15.1108913896,3,19.31291,18.34258,17.77521,17.48205,3.508472
1753,185.127970797,15.0349831808,3,23.66731,22.89974,22.92492,22.70115,1.136166
1754,185.127779652,15.0793371157,3,22.22777,21.86027,21.35639,21.26787,1.708063
1755,185.127651174,15.0998255316,3,25.12962,22.20326,21.25482,20.6766,2.144499
1756,185.127331835,15.0987110258,3,22.69242,22.48519,21.05661,20.52987,1.058915
1757,185.159946265,15.0966609244,3,25.92987,21.59162,20.79904,20.47683,0.9073946
1758,185.159756668,15.0043687669,3,22.66098,21.09997,20.24603,19.76816,1.527969
1759,185.159575097,15.09286816,3,22.1435,21.89314,21.80063,21.58971,0.905462
1760,185.194247029,15.1542559794,3,24.84592,24.76323,22.36465,24.06811,0.8374858
1761,185.159914422,15.0966422338,3,23.96069,21.50571,20.83169,20.63253,1.403062
1762,185.09041395,15.1124545789,6,24.04721,24.83457,24.70664,22.20696,0.2174416
1763,185.159484446,15.0958129066,6,23.34995,22.3951,21.47741,21.04226,0.3533699
1764,185.159481309,15.0958143103,3,24.28189,20.89822,20.07119,19.6936,0.8668946
1765,185.159940919,15.0967068821,3,24.51607,21.9816,21.13475,20.73388,1.054642
1766,185.159501762,15.0958394517,3,22.85358,22.03448,21.05525,20.86118,0.6446553
1767,185.15949267,15.0958600454,3,21.97987,20.95752,20.01094,19.71746,2.56827
1768,185.15995327,15.1612348705,3,21.43838,21.88487,20.12415,22.46441,-9999.0
1769,185.159942973,15.1474055645,3,25.4524,22.0861,21.68985,21.56331,0.6984488
1770,185.194815989,15.0533270604,3,24.44398,22.41054,21.58058,21.00535,0.865742
1771,185.194332429,15.0017844388,3,23.14533,22.64758,23.50323,22.33175,0.5268809
1772,185.194456369,15.1417388485,3,22.24005,22.0801,22.13808,21.97083,0.368001
1773,185.194116526,15.0066081571,3,21.61869,21.62416,20.80381,20.40067,1.203326
1774,185.193712531,15.0202809475,6,24.60142,22.1972,21.74155,21.49723,0.4965788
1775,185.127246771,15.1091434526,6,23.71509,25.10608,22.79948,21.98211,0.5938497
1776,185.127957367,15.1109064888,3,21.92739,20.76495,19.97152,19.68989,2.957944
1777,185.194716603,15.1268527786,3,22.66791,20.4662,19.83868,19.57083,1.343601
1778,185.127956249,15.0349984401,3,23.38102,22.78511,22.96449,22.67629,1.52525
1779,185.160007683,15.0570981753,3,25.73251,24.87482,25.67212,23.8238,-9999.0
1780,185.127475844,15.0712693632,3,25.00605,21.96169,22.18698,21.90032,2.575382
1781,185.127167547,15.0376855148,3,21.69037,21.62954,21.62141,20.85968,0.8813008
1782,185.159327728,15.1676598108,3,22.0653,22.4859,21.26083,20.51748,-9999.0
1783,185.127342541,15.0492416842,3,23.97231,22.9168,22.23098,21.82303,1.469199
1784,185.127493088,15.071255155,3,24.14768,22.06421,22.55418,22.91059,1.680912
1785,185.132672346,15.037214605,3,23.69294,24.39316,22.17863,21.92414,0.9248422
1786,185.014810708,15.1999713594,3,25.99949,22.81519,21.97332,21.41825,0.5555123
1787,185.014831439,15.0762309851,3,26.15675,22.8148,22.19994,22.22462,0.4173327
1788,185.132359496,15.0305806082,3,20.6898,19.90315,19.05611,18.58887,1.460395
1789,185.014901291,15.0123538027,3,23.60292,22.31254,20.77808,20.01172,0.813178
1790,185.096213886,15.1671346434,3,25.442,22.05182,20.79306,20.31446,0.9876326
1791,185.096064639,15.1658333055,3,20.39874,19.47562,18.91101,18.58587,1.520017
1792,185.096063364,15.1658371201,3,20.30383,19.3948,18.81617,18.50156,1.95144
1793,185.055265134,15.1973663568,3,26.20404,22.78854,22.4676,23.04652,2.643653
1794,185.055034692,15.0824425621,3,22.7181,22.87147,24.20056,23.24918,0.4332212
1795,185.096235719,15.1671286604,3,23.45155,22.02454,20.82428,20.27228,1.182463
1796,185.096080622,15.1658099746,3,20.61849,19.4627,18.93685,18.54513,1.824424
1797,185.096079793,15.1658131907,3,20.58201,19.38488,18.85035,18.45394,2.323771
1798,185.01473548,15.0761055352,3,23.39057,22.38786,22.17893,22.32824,0.08683165
1799,185.014870714,15.0123610659,3,22.2857,22.17633,20.51619,19.92364,1.164389
